fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220526 005135	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	91	TRUE	0.0730046385683818	0.787216157466173	5991	514	0.0175182223640149	13229000	1
20220526 005201	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	49	TRUE	0.113874120106222	0.554631860218942	2310	319	0.0251424324330098	12243000	2
20220526 005227	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	108	TRUE	0.0832871622035745	0.311764263128862	3055	724	0.0300717774574878	11590000	3
20220526 005237	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	58	TRUE	0.192504896343336	0.746216704053804	6185	545	0.0331700059109911	10719000	4
20220526 005249	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	24	TRUE	0.221576347455382	0.365632559033111	1809	708	0.035702562177903	9604000	5
20220526 005259	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	49	TRUE	0.205294911654666	0.854360158424825	4814	275	0.013325181202769	12798000	6
20220526 005313	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	53	TRUE	0.163592504342669	0.352534020924941	4795	599	0.0107740456878673	12773000	7
20220526 005330	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	44	TRUE	0.172143721192493	0.56299451475963	7881	123	0.0460800033795143	8551000	8
20220526 005340	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	30	TRUE	0.255591732739238	0.279593384303153	5377	396	0.0337608144138358	11028000	9
20220526 005349	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	23	TRUE	0.274455294948071	0.891840672418475	2761	807	0.0242180954781361	11573000	10
20220526 005441	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	170	TRUE	0.0361633931397228	0.445545182814822	3685	904	0.0440360333013814	8894000	11
20220526 005458	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	58	TRUE	0.0551592348829145	0.952991357501596	3205	93	0.0159067976142978	13283000	12
20220526 005613	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	211	TRUE	0.0157885237267474	0.204780876906589	483	453	0.0286775986309901	10209000	13
20220526 005623	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	44	TRUE	0.228681306281011	0.982367791403085	4381	248	0.0381229775957763	9770000	14
20220526 005644	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	143	TRUE	0.0478816793626174	0.663138048779219	6528	974	0.0216422580366877	12852000	15
20220526 005655	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	26	TRUE	0.154405178408604	0.439904484450817	7398	202	0.019969386550171	12858000	16
