Feature	Gain	Cover	Frequency
Master_msaldodolares_lag1	0.00010656322340782	0.00105298418852507	0.000210733352065187
minversion1_pesos_delta1	0.000106143977314769	0.000171896018579523	0.000193172239393088
Visa_mpagosdolares_delta1	0.000103774600433872	0.00104695039847415	0.000447808373138522
cseguro_vivienda	0.000103128177851805	0.000163592723476578	0.000149269457712841
ctarjeta_master_debitos_automaticos_lag1	0.000100068704262725	0.000216397000434254	0.000193172239393088
ccajas_extracciones_delta1	9.91116922463672e-05	0.000846386028830607	0.000272197246417533
ccheques_depositados_delta1	9.8726388358838e-05	0.00212757140054431	0.000193172239393088
active_quarter_lag1	9.7987291890671e-05	0.000102677263027816	0.000228294464737286
tpaquete9_lag1	9.65036949166574e-05	0.000480399166404546	0.00015805001404889
mcaja_ahorro_adicional_delta1	9.63831752748466e-05	0.00144954581688644	0.000228294464737286
Master_msaldodolares	9.36130125614197e-05	0.00188303789729474	0.000201952795729137
cseguro_vida	9.20154579644092e-05	0.000363254880636043	0.00016683057038494
cliente_edad_delta1	9.1512712681487e-05	0.000148097991666787	0.00016683057038494
Master_mpagado_lag1	8.9710475004282e-05	0.000382700266381869	0.000184391683057039
mprestamos_hipotecarios_lag1	8.92189991393791e-05	0.00150851313236089	0.000122927788704692
Master_delinquency	8.60792364810776e-05	3.88966673043726e-05	6.14638943523462e-05
mcheques_depositados	8.57888619369099e-05	0.00118097676969743	0.000298538915425681
Master_mconsumosdolares	8.41436014596719e-05	0.000232771739719175	0.000351222253441978
ctarjeta_master_lag1	8.35321554461664e-05	0.000148272492409485	4.39027816802473e-05
catm_trx_other_delta1	8.3311119124018e-05	0.000189316843492675	0.000254636133745434
mprestamos_prendarios_lag1	8.26037056272537e-05	0.000884417007062167	0.000131708345040742
Master_mpagosdolares	7.71472272148311e-05	7.13105439631837e-05	0.000307319471761731
ccajas_depositos_lag1	7.58133571438471e-05	0.00058591476555832	0.000131708345040742
mtarjeta_visa_descuentos_delta1	7.15866665783338e-05	0.000642981791681183	0.000175611126720989
active_quarter	6.96466046279547e-05	5.6327829032032e-05	0.000114147232368643
cprestamos_hipotecarios	6.65984939037622e-05	0.000573699943276478	4.39027816802473e-05
Master_mconsumototal	6.37741523318723e-05	0.000415574628984771	0.00015805001404889
mprestamos_hipotecarios_delta1	6.24678319345094e-05	1.95096271337701e-05	0.000105366676032593
Master_mconsumototal_delta1	5.91118210681581e-05	0.000115827145893171	0.000149269457712841
Master_mpagado_delta1	5.79150496329375e-05	0.000415817352703223	0.000140488901376791
ccajas_extracciones_lag1	5.67527974696891e-05	0.000863097212285521	0.000263416690081484
Visa_status_lag1	5.58901667405946e-05	0.000244978062842422	8.78055633604945e-05
cplazo_fijo_lag1	5.32188636361979e-05	0.000280061747266209	5.26833380162967e-05
Master_mpagado	5.29398712177445e-05	0.0003270584189882	0.000114147232368643
Master_mpagosdolares_delta1	4.95694587077954e-05	8.24630479895693e-05	0.000105366676032593
ccheques_emitidos	4.9022375801406e-05	0.000988432160163329	0.000105366676032593
cforex_buy	4.82093390279634e-05	0.000476003110616702	4.39027816802473e-05
mprestamos_prendarios_delta1	4.678167162041e-05	0.002037956655157	0.000184391683057039
Master_delinquency_lag1	4.5649233873999e-05	0.000287448894327743	0.000105366676032593
ccheques_depositados_lag1	4.39776154406962e-05	0.000651404917263427	7.02444506883956e-05
cforex_lag1	4.36418287986676e-05	0.000384128737577905	0.000140488901376791
cforex_sell	4.30323366479805e-05	0.000124039630166437	7.02444506883956e-05
tpaquete7_lag1	4.16323536744805e-05	0.000793804720790322	0.000219513908401236
Master_status_delta1	4.16298631309214e-05	0.000298138921616133	0.000210733352065187
ctarjeta_master_debitos_automaticos	4.16007227395971e-05	0.000117190992856282	9.6586119696544e-05
minversion1_pesos_lag1	4.04282855790904e-05	0.0010183835013303	0.000105366676032593
ctarjeta_visa_descuentos_lag1	4.01363236067831e-05	0.000491020434734207	0.000114147232368643
mtarjeta_visa_descuentos_lag1	3.81940036851962e-05	0.000204867776945791	8.78055633604945e-05
active_quarter_delta1	3.70853620173617e-05	0.000113392404947011	6.14638943523462e-05
Master_mconsumototal_lag1	3.67017792968435e-05	0.000162882239759381	0.000105366676032593
cinversion2	3.64833324270008e-05	0.00164158193171574	0.000149269457712841
cforex_sell_lag1	3.54484396390822e-05	0.000941471935283605	9.6586119696544e-05
mforex_buy_delta1	3.35348143663401e-05	0.000990014688180035	7.90250070244451e-05
mcheques_emitidos_lag1	3.3104950520385e-05	0.00101753036957289	0.000105366676032593
ccheques_emitidos_lag1	3.12053345346981e-05	0.0006208304576041	7.02444506883956e-05
ccajas_consultas_lag1	3.06423967709039e-05	0.000300587598119629	0.000105366676032593
ccajas_depositos	3.04801057817952e-05	0.000434646970580346	7.90250070244451e-05
