fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	lambda_l1	lambda_l2	bagging_fraction	min_gain_to_split	ganancia	iteracion
20220603 010634	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	141	TRUE	0.0291481733875867	0.502877479984879	1837	26	0.015379255629195	6.55865379407172	22.2626715650849	0.936629133082424	0.0129272770859966	13364000	118
20220603 010643	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	47	TRUE	0.175230561418824	0.983455347997108	2796	977	0.0152923245930043	9.16996131800367	37.3703062393415	0.999694730657853	0.0270436625686573	13141000	119
20220603 010653	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	71	TRUE	0.168754833568684	0.994078992340014	5818	835	0.0154205047567253	10.066078600242	99.4924160773667	0.996869474718904	0.0995443068217368	13141000	120
20220603 010703	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	61	TRUE	0.213366476616074	0.997550415879099	7952	940	0.0156047563918456	11.9642681485981	97.6515948636032	0.998426627447302	0.00188035456386388	12984000	121
20220603 010710	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	53	TRUE	0.234941906332399	0.776240209975757	2349	943	0.0154704623723959	10.6730701527504	91.158559932865	0.997660312103564	0.0940324905715596	12918000	122
20220603 010729	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	207	TRUE	0.0318134172971744	0.969631880169784	71	453	0.0144541089436518	59.9627167814598	97.0740409921206	0.935253985696544	0.0801669333792433	12038000	123
20220603 010740	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	108	TRUE	0.199727102485796	0.644693571033596	7680	906	0.015177878592776	11.7726027059313	81.058823983486	0.997493954161427	0.0440195486605034	12527000	124
20220603 010817	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	257	TRUE	0.0188003736828642	0.977903407210214	2771	608	0.0154418043764955	5.21766093043704	24.6714235941381	0.995764953896104	0.0152079128478484	12976000	125
20220603 010851	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	307	TRUE	0.0440367777408483	0.20058620314793	1591	16	0.0155449196847721	10.1892794748792	81.6015258794095	0.785110699584971	0.0181165724569776	13065000	126
20220603 010900	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	40	TRUE	0.288052270656233	0.999211753888353	2641	286	0.0157191783858249	2.36967319639988	95.6710472454622	0.958578730522853	0.0710993548537549	13366000	127
20220603 010910	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	40	TRUE	0.291047576567827	0.999823878628844	775	624	0.013505724977865	6.00771938990593	99.9639030155424	0.762576307013053	0.0211801975942508	13089000	128
20220603 010918	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	18	TRUE	0.290011098309842	0.994967452037991	1394	21	0.0152321635504721	4.90282571768229	36.9436919109125	0.737038572138586	0.0119429406830351	12776000	129
20220603 010927	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	44	TRUE	0.274106801269313	0.999963670828286	6114	388	0.0155466895406195	4.33902794730432	99.8367052212449	0.318033085817146	0.067376919773788	12839000	130
20220603 010936	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	60	TRUE	0.275891410915891	0.998668512721414	6146	189	0.0199786025659966	5.56925587142069	96.0544724649338	0.993250162025625	0.0912370016399	12441000	131
20220603 011124	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	853	TRUE	0.0108479047328751	0.259623410206417	954	800	0.0154026941275324	9.01243909919564	31.5572218723118	0.803944481279153	0.0331559354938457	13130000	132
20220603 011133	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	29	TRUE	0.264657869419912	0.869073374697389	1686	77	0.0112905362921292	0.264095476147131	67.4634818298724	0.827153243785462	0.0463242993134434	13326000	133
20220603 011146	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	40	TRUE	0.108130410176229	0.849192743592265	1258	36	0.0112156951634303	4.4759770351675	12.3753920267216	0.993080385819068	0.0126587672970751	13273000	134
20220603 011158	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	39	TRUE	0.0634571361796615	0.767071156776519	1819	17	0.0150852177437408	4.83233721579616	2.73901087616638	0.838502690102134	0.0353057257946796	13011000	135
20220603 011209	binary	custom	TRUE	TRUE	FALSE	-100	200213	-1	31	49	TRUE	0.153269406719063	0.983127559967811	2179	852	0.0139254965931144	0.218079017674325	98.4830746625701	0.958627090185695	0.0855830478912524	13211000	136
